person,personLabel
http://www.wikidata.org/entity/Q3521487,कार्तिक
http://www.wikidata.org/entity/Q3541518,त्शेरिंग वांगडू
http://www.wikidata.org/entity/Q3555213,क्लैमेन पिस्क
http://www.wikidata.org/entity/Q3595158,ज़िया ख़ान
http://www.wikidata.org/entity/Q3630917,केसरबाई केरकर
http://www.wikidata.org/entity/Q3631233,मलिका पुखराज
http://www.wikidata.org/entity/Q3632664,मोगुभाई कुर्दीकर
http://www.wikidata.org/entity/Q3633743,नागराज राव हवलदार
http://www.wikidata.org/entity/Q3694803,बुशरा अंसारी
http://www.wikidata.org/entity/Q1960944,क्वित्का कोसेक
http://www.wikidata.org/entity/Q2050975,राहुल नाम्बियार
http://www.wikidata.org/entity/Q2051183,टिप्पू
http://www.wikidata.org/entity/Q2051608,लथिका
http://www.wikidata.org/entity/Q3124846,सिद्धार्थ
http://www.wikidata.org/entity/Q2723290,पद्मश्री शारदा सिन्हा
http://www.wikidata.org/entity/Q2800288,हारून तन्हा
http://www.wikidata.org/entity/Q3125946,हाफ पिंट
http://www.wikidata.org/entity/Q3190751,जेरेमी गेब्रियल
http://www.wikidata.org/entity/Q3200364,कुमार सानु
http://www.wikidata.org/entity/Q3311465,मोइन अख्तर
http://www.wikidata.org/entity/Q3500793,आयला आलगन
http://www.wikidata.org/entity/Q3595122,बाबा सहगल
http://www.wikidata.org/entity/Q3630686,सुमन कल्याणपुर
http://www.wikidata.org/entity/Q3631166,मार्गरेट वूड्रो विलसन
http://www.wikidata.org/entity/Q3899724,अशोक कुमार
http://www.wikidata.org/entity/Q2050135,एम॰ जी॰ श्रीकुमार
http://www.wikidata.org/entity/Q2051143,रिमी टॉमी
http://www.wikidata.org/entity/Q2051370,अल्फोंस जोसेफ
http://www.wikidata.org/entity/Q2051476,सी.जे. कुत्तप्पन
http://www.wikidata.org/entity/Q2722967,अलीशा चिनॉय
http://www.wikidata.org/entity/Q2787402,हलधर नाग
http://www.wikidata.org/entity/Q2905414,Black M
http://www.wikidata.org/entity/Q3110421,स्टीव होफ़मेयर
http://www.wikidata.org/entity/Q3335285,नजम शेराज़
http://www.wikidata.org/entity/Q3347118,समर दास
http://www.wikidata.org/entity/Q3349252,अनूप जलोटा
http://www.wikidata.org/entity/Q3349745,सुचित्रा मित्र
http://www.wikidata.org/entity/Q3429995,पालिवई भानुमति रामकृष्ण
http://www.wikidata.org/entity/Q3498996,जूनियर एनटिआर
http://www.wikidata.org/entity/Q3595120,सिद्धेश्वरी देवी
http://www.wikidata.org/entity/Q3631420,राहुल वैद्य
http://www.wikidata.org/entity/Q3631779,परवीन सुल्ताना
http://www.wikidata.org/entity/Q3632367,रूपमती
http://www.wikidata.org/entity/Q3695020,अमानत अली खान
http://www.wikidata.org/entity/Q3944587,विदुप अग्रहरि
http://www.wikidata.org/entity/Q3346448,शान
http://www.wikidata.org/entity/Q2051336,वाणी जयराम
http://www.wikidata.org/entity/Q2547121,सुन लि
http://www.wikidata.org/entity/Q2720141,इलैयाराजा
http://www.wikidata.org/entity/Q3038629,ब्रावो
http://www.wikidata.org/entity/Q3181884,मल्लिकार्जुन बी मंसूर
http://www.wikidata.org/entity/Q3303251,मेत गीम्स
http://www.wikidata.org/entity/Q3449498,मुमताज बेगम
http://www.wikidata.org/entity/Q3494314,वसुंधरा दास
http://www.wikidata.org/entity/Q3523638,देवी श्री प्रसाद
http://www.wikidata.org/entity/Q3595190,ग़ुलाम अली
http://www.wikidata.org/entity/Q3595270,उस्ताद अब्दुल करीम खाँ
http://www.wikidata.org/entity/Q3595893,जुबिन गर्ग
http://www.wikidata.org/entity/Q3626950,ज़ैन मलिक
http://www.wikidata.org/entity/Q3629911,एन एस राजहंस बालगंधर्व
http://www.wikidata.org/entity/Q3630004,डोनाल्ड बारसव्ल
http://www.wikidata.org/entity/Q3634230,केके
http://www.wikidata.org/entity/Q2050788,श्रेया घोषाल
http://www.wikidata.org/entity/Q2051687,विधु प्रथाप
http://www.wikidata.org/entity/Q2051801,ज्योतसना
http://www.wikidata.org/entity/Q2732205,हेमंत कुमार
http://www.wikidata.org/entity/Q2735913,वीना मलिक
http://www.wikidata.org/entity/Q2745300,बड़े गुलाम अली खां
http://www.wikidata.org/entity/Q2781934,कमालिया
http://www.wikidata.org/entity/Q3345399,बप्पी लाहिड़ी
http://www.wikidata.org/entity/Q3347885,पंकज मलिक
http://www.wikidata.org/entity/Q3541065,सुकसिंदर शिंदा
http://www.wikidata.org/entity/Q3595144,ऊषा उत्थुप
http://www.wikidata.org/entity/Q3694938,कुलदीप मानक
http://www.wikidata.org/entity/Q2051309,जयचंद्रन
http://www.wikidata.org/entity/Q2097394,विष्णुवर्धन
http://www.wikidata.org/entity/Q2344606,सुखविंदर सिंह
http://www.wikidata.org/entity/Q2722881,अविनाश व्यास
http://www.wikidata.org/entity/Q2724342,शुभा मुद्गल
http://www.wikidata.org/entity/Q2767302,भिकुडन गढवी
http://www.wikidata.org/entity/Q2821596,अभिजीत
http://www.wikidata.org/entity/Q2879782,रूपम इस्लाम
http://www.wikidata.org/entity/Q3107617,गिरिजा देवी
http://www.wikidata.org/entity/Q3179348,ज्ञान प्रकाश घोष
http://www.wikidata.org/entity/Q3272944,नेहा भसीन
http://www.wikidata.org/entity/Q3274295,मचेल मोन्टानो
http://www.wikidata.org/entity/Q3288794,उषा मंगेशकर
http://www.wikidata.org/entity/Q3319412,वर्जिनिया जॉन्सन
http://www.wikidata.org/entity/Q3368586,अमन हेयर
http://www.wikidata.org/entity/Q3518417,मल्लिका साराभाई
http://www.wikidata.org/entity/Q3519929,बॉम्बे जयश्री
http://www.wikidata.org/entity/Q3595494,आनंद भाटे
http://www.wikidata.org/entity/Q3630868,हीराभाई बादोडेकर
http://www.wikidata.org/entity/Q3632518,राघव सच्चर
http://www.wikidata.org/entity/Q3633978,प्रीतम
http://www.wikidata.org/entity/Q3634007,किशन महाराज
http://www.wikidata.org/entity/Q3663598,कैथी स्मिथ
http://www.wikidata.org/entity/Q2050587,एल.आर. एसवारी
http://www.wikidata.org/entity/Q2051737,जी. वेणुगोपाल
http://www.wikidata.org/entity/Q2051781,विनीथ श्रीनिवासन
http://www.wikidata.org/entity/Q2051905,विजय येसुदास
http://www.wikidata.org/entity/Q2117321,किशोरी आमोनकर
http://www.wikidata.org/entity/Q2123823,आर. ए. राममनी
http://www.wikidata.org/entity/Q2679233,यो यो हनी सिंह
http://www.wikidata.org/entity/Q2722933,सुनिधी चौहान
http://www.wikidata.org/entity/Q2723854,पंकज उधास
http://www.wikidata.org/entity/Q2723913,सचिन देव बर्मन
http://www.wikidata.org/entity/Q2724719,चित्रा सिंह
http://www.wikidata.org/entity/Q2737017,महेन्द्र कपूर
http://www.wikidata.org/entity/Q2784868,कौशिकी चक्रबर्ती
http://www.wikidata.org/entity/Q3027473,मरीना वाटानाबे
http://www.wikidata.org/entity/Q3085728,पार्वती सोमन
http://www.wikidata.org/entity/Q3139947,इकबाल बहू
http://www.wikidata.org/entity/Q3179168,जिम्मी वॉन्ग
http://www.wikidata.org/entity/Q3181097,सुरेश वाडेकर
http://www.wikidata.org/entity/Q3347343,रामप्रसाद सेन
http://www.wikidata.org/entity/Q3349381,हेमांगा बिस्वास
http://www.wikidata.org/entity/Q3350306,अनूप घोषल
http://www.wikidata.org/entity/Q3351688,कानन देवी
http://www.wikidata.org/entity/Q3521589,पी उन्नीकृष्णन
http://www.wikidata.org/entity/Q3595111,प्रदीप गीतकार
http://www.wikidata.org/entity/Q3595116,बेगम अख्तर
http://www.wikidata.org/entity/Q3595475,ईला अरुण
http://www.wikidata.org/entity/Q3595869,तलत महमूद
http://www.wikidata.org/entity/Q3595902,पद्मिनी कोल्हापुरी
http://www.wikidata.org/entity/Q3631241,रेश्मा
http://www.wikidata.org/entity/Q3631714,मिका सिंह
http://www.wikidata.org/entity/Q3631825,प्रशान्त तामांग
http://www.wikidata.org/entity/Q3632513,सुलक्षणा पंडित
http://www.wikidata.org/entity/Q3633203,अली ज़फ़र
http://www.wikidata.org/entity/Q2050093,प्रदीप सोमसुंदरन
http://www.wikidata.org/entity/Q2742292,विशाल भारद्वाज
http://www.wikidata.org/entity/Q3066919,फरीदा परवीन
http://www.wikidata.org/entity/Q3595213,लकी अली
http://www.wikidata.org/entity/Q3630336,सुरैया
http://www.wikidata.org/entity/Q3633266,सुधीर फड़के
http://www.wikidata.org/entity/Q3785691,हिमानी कपूर
http://www.wikidata.org/entity/Q2777596,हेमू गढ़वी
http://www.wikidata.org/entity/Q3536035,भावथरिनी
http://www.wikidata.org/entity/Q4022198,संदीप आचार्य
http://www.wikidata.org/entity/Q4204635,हेमा सरदेसाई
http://www.wikidata.org/entity/Q4263053,युकी कैटो
http://www.wikidata.org/entity/Q4648211,ए नय्यर
http://www.wikidata.org/entity/Q4648309,ए. आर. रिहाना
http://www.wikidata.org/entity/Q4661119,आदेश श्रीवास्तव
http://www.wikidata.org/entity/Q4790608,अरिजीत सिंह
http://www.wikidata.org/entity/Q4802145,अरुण थापा
http://www.wikidata.org/entity/Q4837608,बब्बु मान
http://www.wikidata.org/entity/Q5203004,राजेश हमाल
http://www.wikidata.org/entity/Q5492958,ज़िला खान
http://www.wikidata.org/entity/Q5960361,कोल्लंगुडी करुप्पेयी
http://www.wikidata.org/entity/Q6067643,पवन कल्याण
http://www.wikidata.org/entity/Q3525389,अनुराधा श्रीराम
http://www.wikidata.org/entity/Q3536892,अर्जुन सरजा
http://www.wikidata.org/entity/Q3949513,Katie Stevens
http://www.wikidata.org/entity/Q4495353,मुशर्रफ मौला मिया खान
http://www.wikidata.org/entity/Q4701450,अकमल खान
http://www.wikidata.org/entity/Q4765734,अंजलि कुलकर्णी
http://www.wikidata.org/entity/Q4804268,असगरी  बाई
http://www.wikidata.org/entity/Q5094774,पंडित छन्नूलाल मिश्रा
http://www.wikidata.org/entity/Q5247086,सिथारा कृष्णकुमार
http://www.wikidata.org/entity/Q5268908,धनञ्जय भट्टाचार्य
http://www.wikidata.org/entity/Q5276830,दिलजीत दोसांझ
http://www.wikidata.org/entity/Q5529976,Geetha Rajashekar
http://www.wikidata.org/entity/Q5650648,हंस राज हंस
http://www.wikidata.org/entity/Q6172986,जीत गांगुली
http://www.wikidata.org/entity/Q6318701,जुथिका रॉय
http://www.wikidata.org/entity/Q6366618,कपिल शर्मा
http://www.wikidata.org/entity/Q3391654,जेसिका ड्राइवहै
http://www.wikidata.org/entity/Q3524640,युगेन्दरन
http://www.wikidata.org/entity/Q3531872,पासलेटी कन्नमबा
http://www.wikidata.org/entity/Q3534673,एम के मुत्थु
http://www.wikidata.org/entity/Q3764118,बी गोपालम
http://www.wikidata.org/entity/Q4241855,वि. आर. राघव कृष्ण
http://www.wikidata.org/entity/Q4264834,अमारा
http://www.wikidata.org/entity/Q4683085,आदित्य नारायण
http://www.wikidata.org/entity/Q4730300,अल्लाह जिलाई बाई
http://www.wikidata.org/entity/Q4860901,बरकत अली खान
http://www.wikidata.org/entity/Q4866828,बशीर अहमद
http://www.wikidata.org/entity/Q4901493,भवधारिणी
http://www.wikidata.org/entity/Q5548652,Gepe
http://www.wikidata.org/entity/Q6163873,जसपाल सिंह
http://www.wikidata.org/entity/Q6354961,कल्याणी बोंद्रे
http://www.wikidata.org/entity/Q4275668,अनास्तासिया वासिलिवेना मेकेवा
http://www.wikidata.org/entity/Q4922848,कटारिया इंग्लिश
http://www.wikidata.org/entity/Q5071424,चंद्राणी मुखर्जी
http://www.wikidata.org/entity/Q5639322,हेमन्ती शुक्ला
http://www.wikidata.org/entity/Q4356251,केटी ग्रिफिन
http://www.wikidata.org/entity/Q3739265,फ़ेन्नी केडियो
http://www.wikidata.org/entity/Q3765059,एम॰ एम॰ कीरावणी
http://www.wikidata.org/entity/Q4022189,श्रीकांत आचार्य
http://www.wikidata.org/entity/Q4156562,हार्ड कौर
http://www.wikidata.org/entity/Q4160503,दीपिका जोशी-शाह
http://www.wikidata.org/entity/Q4725343,आलिया भट्ट
http://www.wikidata.org/entity/Q4761956,पापोन
http://www.wikidata.org/entity/Q4778007,अनवर (गायक)
http://www.wikidata.org/entity/Q4806200,अश्विनी भिड़े-देशपांडे
http://www.wikidata.org/entity/Q4855067,बैंगलोर नगर्थनम्मा
http://www.wikidata.org/entity/Q4902188,भूपेन्द्र सिंह
http://www.wikidata.org/entity/Q5102517,छित्तूर नगय्याह
http://www.wikidata.org/entity/Q5178675,कोर्टनी स्टोडडन
http://www.wikidata.org/entity/Q5250660,दीपू
http://www.wikidata.org/entity/Q5316390,दुर्गा रंगीला
http://www.wikidata.org/entity/Q5557645,गुलाम मुस्तफ़ा खान
http://www.wikidata.org/entity/Q5620175,राम रहीम सिंह
http://www.wikidata.org/entity/Q5620296,गुरशरण कौर
http://www.wikidata.org/entity/Q5644523,कैमिलो (गायक)
http://www.wikidata.org/entity/Q5768775,हीरा देवी वेबा
http://www.wikidata.org/entity/Q5957418,कृष्ण चन्द्र डे
http://www.wikidata.org/entity/Q6363189,कनिका कपूर
http://www.wikidata.org/entity/Q3695398,मलकीत सिंह
http://www.wikidata.org/entity/Q3537017,सी वैद्यनाथ भगवतार
http://www.wikidata.org/entity/Q4242886,टी. वी. संकरनारायणं
http://www.wikidata.org/entity/Q4526771,नित्यश्री महादेवन
http://www.wikidata.org/entity/Q4665670,अब्दुल रशीद खान
http://www.wikidata.org/entity/Q4746754,अमीरबाई कर्नाटकी
http://www.wikidata.org/entity/Q4746854,अमित कुमार
http://www.wikidata.org/entity/Q4765635,अनीता सिंघवी
http://www.wikidata.org/entity/Q4777837,अनुपमा देशपाण्डे
http://www.wikidata.org/entity/Q4803203,असद अमानत अली खान
http://www.wikidata.org/entity/Q3764762,शमशाद बेगम
http://www.wikidata.org/entity/Q4860904,Barkat Sidhu
http://www.wikidata.org/entity/Q4866295,बसवराज राजगुरु
http://www.wikidata.org/entity/Q5094161,चेतन्य अदीब
http://www.wikidata.org/entity/Q5266447,देवकी पंडित
http://www.wikidata.org/entity/Q5520834,गणेश हेगड़े
http://www.wikidata.org/entity/Q5527642,गौहर जान
http://www.wikidata.org/entity/Q5564076,गिप्पी ग्रेवाल
http://www.wikidata.org/entity/Q5673882,हर्षदीप कौर
http://www.wikidata.org/entity/Q6398912,खदीम हुसैन खान
http://www.wikidata.org/entity/Q3525273,सेमंगुडी श्रीनिवास अय्यर
http://www.wikidata.org/entity/Q3533050,हरिनी
http://www.wikidata.org/entity/Q3533144,एस पी बी चरण
http://www.wikidata.org/entity/Q3764125,टी. जी. कमला देवी
http://www.wikidata.org/entity/Q4272960,अभिजीत सावंत
http://www.wikidata.org/entity/Q4648083,ए. एल. राघवन
http://www.wikidata.org/entity/Q4683043,अदिति सिंह शर्मा
http://www.wikidata.org/entity/Q4727094,एलिसन हिंड्स
http://www.wikidata.org/entity/Q4736038,अल्ताफ राजा
http://www.wikidata.org/entity/Q4757628,एंड्रयू किशोर
http://www.wikidata.org/entity/Q4777819,अनुपम अमोद
http://www.wikidata.org/entity/Q4777912,अनुषा धाँडेकर
http://www.wikidata.org/entity/Q4803159,आसा सिंघ मस्ताना
http://www.wikidata.org/entity/Q4830642,Axl Hazarika
http://www.wikidata.org/entity/Q5266378,देव (दीपक अधिकारी)
http://www.wikidata.org/entity/Q5289331,डॉली गुलेरिया
http://www.wikidata.org/entity/Q5512341,ग़ुलाम मुस्तफ़ा दुर्रानी
http://www.wikidata.org/entity/Q5657172,हरिओम शरण
http://www.wikidata.org/entity/Q6164123,जसपिंदर नरूला
http://www.wikidata.org/entity/Q3242258,नाज़िया हसन
http://www.wikidata.org/entity/Q3531959,सिवकार्थिकेयन
http://www.wikidata.org/entity/Q3534654,पीयूष मिश्रा
http://www.wikidata.org/entity/Q3536023,जे पि चंद्रबाबू
http://www.wikidata.org/entity/Q3764055,आर्या अम्बेकर
http://www.wikidata.org/entity/Q3874799,वोलोडिमिर ज़ेलेंस्की
http://www.wikidata.org/entity/Q4662647,आरती मुखर्जी
http://www.wikidata.org/entity/Q4740593,ममता शर्मा
http://www.wikidata.org/entity/Q4777932,अनुष्का मंचदा
http://www.wikidata.org/entity/Q4784427,आरती अंकलीकर टिकेकर
http://www.wikidata.org/entity/Q4901702,भिकारी बल
http://www.wikidata.org/entity/Q4916195,बिरेंद्र कृष्ण भद्र
http://www.wikidata.org/entity/Q5340619,एडुआर्डो गत्ती
http://www.wikidata.org/entity/Q5438697,फवाद अफजल खान
http://www.wikidata.org/entity/Q5529964,Geeta Zaildar
http://www.wikidata.org/entity/Q5550828,गेरी एक्स
http://www.wikidata.org/entity/Q5712227,हेमलता
http://www.wikidata.org/entity/Q5819816,एडुआर्डो वाघोर्न
http://www.wikidata.org/entity/Q4781922,राशिद खान
http://www.wikidata.org/entity/Q6065762,इक़बाल बानो
http://www.wikidata.org/entity/Q3536517,अन्नामाचार्य
http://www.wikidata.org/entity/Q3617810,अन्ना रीता डेल पियानो
http://www.wikidata.org/entity/Q3635993,मिस पूजा
http://www.wikidata.org/entity/Q4121114,मैनुअल गार्सिया
http://www.wikidata.org/entity/Q4320690,लुइस बैंक्स
http://www.wikidata.org/entity/Q4355620,कविता सेठ
http://www.wikidata.org/entity/Q4445352,सुधांशु पांडेय
http://www.wikidata.org/entity/Q4746887,अमित टंडन
http://www.wikidata.org/entity/Q4748646,अमरिंदर गिल
http://www.wikidata.org/entity/Q4765754,अंजन दत्त
http://www.wikidata.org/entity/Q4831843,आयुष्मान खुराना
http://www.wikidata.org/entity/Q4889964,बेनी दयाल
http://www.wikidata.org/entity/Q5101174,चिन्नापन्नू
http://www.wikidata.org/entity/Q5103936,चोई मिन-ह्वान
http://www.wikidata.org/entity/Q5210099,दक्ष अजीत सिंह
http://www.wikidata.org/entity/Q5214802,दाना नलबबरू
http://www.wikidata.org/entity/Q5452173,फिरोजा बेगम
http://www.wikidata.org/entity/Q6121223,जद्दनबाई
http://www.wikidata.org/entity/Q3530897,अरैकुडी रामानुज अयंगार
http://www.wikidata.org/entity/Q7499251,शिव शंकर
http://www.wikidata.org/entity/Q7504185,श्रीराम अय्यर
http://www.wikidata.org/entity/Q7554623,सोहैल सेन
http://www.wikidata.org/entity/Q7668166,तंजावूर बृंदा
http://www.wikidata.org/entity/Q7694210,तीजनबाई
http://www.wikidata.org/entity/Q7852779,टुन टुन
http://www.wikidata.org/entity/Q7878929,उल्हास काशलकर
http://www.wikidata.org/entity/Q7908689,वेैभव सक्सेना
http://www.wikidata.org/entity/Q7929157,विजय किचलू
http://www.wikidata.org/entity/Q7972651,वासिफुद्दीन डागर
http://www.wikidata.org/entity/Q6293296,जोस मारिया नेपोलियन
http://www.wikidata.org/entity/Q6897935,मोनाली ठाकुर
http://www.wikidata.org/entity/Q6965773,नरेंद्र चंचल
http://www.wikidata.org/entity/Q7034881,निखिल पॉल जॉर्ज
http://www.wikidata.org/entity/Q7140206,पार्थो बरूआ
http://www.wikidata.org/entity/Q7238702,प्रतिमा बरुआ पांडे
http://www.wikidata.org/entity/Q7288507,राम कृष्ण ढकाल
http://www.wikidata.org/entity/Q7396105,सबिन राय
http://www.wikidata.org/entity/Q7420421,संतादेव घोष
http://www.wikidata.org/entity/Q7420654,संतोष जोशी
http://www.wikidata.org/entity/Q7461072,शफ़क़त अमानत अली
http://www.wikidata.org/entity/Q7678941,तलत अज़ीज़
http://www.wikidata.org/entity/Q8071909,ज़िल-ए-हुमा
http://www.wikidata.org/entity/Q12251104,बाद अल बहरी
http://www.wikidata.org/entity/Q12264831,नियंह नि चर्रा
http://www.wikidata.org/entity/Q6214794,जोगिन्दर शेल्ली
http://www.wikidata.org/entity/Q6480405,ललिथ जे. राव
http://www.wikidata.org/entity/Q6807591,मीना राणा
http://www.wikidata.org/entity/Q6940119,मुस्सरत नज़ीर
http://www.wikidata.org/entity/Q7130672,m. venkatesh kumar
http://www.wikidata.org/entity/Q7237725,प्रहलाद सिंह टिपानिया
http://www.wikidata.org/entity/Q7278692,रबी पीरज़ादा
http://www.wikidata.org/entity/Q7286301,राजकुमारी दुबे
http://www.wikidata.org/entity/Q7296636,रवि किचलू
http://www.wikidata.org/entity/Q7368808,रोशन आरा बेगम
http://www.wikidata.org/entity/Q7418507,संजीव अभ्यंकर
http://www.wikidata.org/entity/Q7490181,शेरोन प्रभाकर
http://www.wikidata.org/entity/Q7544825,स्मिता बेल्लुर
http://www.wikidata.org/entity/Q7668541,टी एन शेशागोपालन
http://www.wikidata.org/entity/Q7683178,तंगुतुरी सूर्यकुमारी
http://www.wikidata.org/entity/Q7811980,तोची रैना
http://www.wikidata.org/entity/Q7282241,राफेल ओरोज्को मास्ट्रे
http://www.wikidata.org/entity/Q7938196,व्लादाना वुसिनिक
http://www.wikidata.org/entity/Q7395773,सबा आज़ाद
http://www.wikidata.org/entity/Q7640371,सुनीता दुलाल
http://www.wikidata.org/entity/Q8195640,एलिसा व्हाइट-ग्लुज़
http://www.wikidata.org/entity/Q6161365,जसबीर जस्सी
http://www.wikidata.org/entity/Q11054789,कृष्णा बेउरा
http://www.wikidata.org/entity/Q11357515,कोयुज़ा सान्युटि
http://www.wikidata.org/entity/Q8193729,हितोमी मिएनो
http://www.wikidata.org/entity/Q5431631,फलक शब्बीर
http://www.wikidata.org/entity/Q6098766,राम सम्पत
http://www.wikidata.org/entity/Q6444681,कुनिका
http://www.wikidata.org/entity/Q6881637,मिथुन
http://www.wikidata.org/entity/Q7159501,पेड्रो कैपो
http://www.wikidata.org/entity/Q7239778,प्रीति कौर
http://www.wikidata.org/entity/Q7239780,प्रीति सागर
http://www.wikidata.org/entity/Q7289323,रामदेव चैतो
http://www.wikidata.org/entity/Q7295154,रसूलन बाई
http://www.wikidata.org/entity/Q7310608,रेखा भारद्वाज
http://www.wikidata.org/entity/Q7415625,संचिता भट्टाचार्य
http://www.wikidata.org/entity/Q7420991,सपना अवस्थी
http://www.wikidata.org/entity/Q7462450,शैल हाड़ा
http://www.wikidata.org/entity/Q7545433,स्मिता माधव
http://www.wikidata.org/entity/Q7586512,श्रीरंगम गोपलारत्नम
http://www.wikidata.org/entity/Q7633782,सुधीन दासगुप्ता
http://www.wikidata.org/entity/Q7843808,तृप्ति मुखर्जी
http://www.wikidata.org/entity/Q6164345,जसविन्दर सिंह
http://www.wikidata.org/entity/Q6164378,जसविंदर ब्रार
http://www.wikidata.org/entity/Q6126886,शारदा
http://www.wikidata.org/entity/Q6676105,लोपामुद्रा मित्रा
http://www.wikidata.org/entity/Q6746561,मानबेन्द्र मुखोपाध्याय
http://www.wikidata.org/entity/Q6892073,मोहम्मद इरफान अली
http://www.wikidata.org/entity/Q6915282,मोसा वालसालम शास्त्रीय
http://www.wikidata.org/entity/Q6936800,मुन्नी बेगम
http://www.wikidata.org/entity/Q7246507,प्रियंका कार्की
http://www.wikidata.org/entity/Q7273767,रुद्रपतना कृष्णाशास्त्री श्रीकांतन
http://www.wikidata.org/entity/Q7496763,शिल्पा राव
http://www.wikidata.org/entity/Q7710412,तंजई सेल्वी
http://www.wikidata.org/entity/Q7852394,तुलसी कुमार
http://www.wikidata.org/entity/Q7929087,विजय एंटोनी
http://www.wikidata.org/entity/Q7932756,विनोद राठौड़
http://www.wikidata.org/entity/Q8071287,ज़िया फ़रीदुद्दीन डागर
http://www.wikidata.org/entity/Q11169414,इश्मीत सिंह
http://www.wikidata.org/entity/Q6165291,जावेद अली
http://www.wikidata.org/entity/Q6297251,जय सरकार
http://www.wikidata.org/entity/Q6435847,नित्या मेनन
http://www.wikidata.org/entity/Q6444155,कुणाल गांजावाला
http://www.wikidata.org/entity/Q6761590,मारिया सोकिल
http://www.wikidata.org/entity/Q6959236,नहीद अख़्तर
http://www.wikidata.org/entity/Q7041308,नितिन मुकेश
http://www.wikidata.org/entity/Q7126627,पलक मुच्छल
http://www.wikidata.org/entity/Q7137069,प्रज्ञा पांड्या शाह
http://www.wikidata.org/entity/Q7255900,सोना मोहपात्रा
http://www.wikidata.org/entity/Q7272927,क़ुरतुलैन बलोच
http://www.wikidata.org/entity/Q7285742,रजनीकांत सेन
http://www.wikidata.org/entity/Q7380441,रुपरेखा बनर्जी
http://www.wikidata.org/entity/Q7137020,परिचय
http://www.wikidata.org/entity/Q7633703,सुदेश भोंसले
http://www.wikidata.org/entity/Q7922433,वेरोनिका मेहता
http://www.wikidata.org/entity/Q7935917,विशाखा हरी
http://www.wikidata.org/entity/Q9369646,विशाल दादलानी
http://www.wikidata.org/entity/Q6163181,विंजमूरि अनसूय देवी
http://www.wikidata.org/entity/Q6727522,मधुरा नायक
http://www.wikidata.org/entity/Q6746995,मानसी पारेख गोहिल
http://www.wikidata.org/entity/Q6792458,मौली दवे
http://www.wikidata.org/entity/Q6897670,मोना घोष शेट्टी
http://www.wikidata.org/entity/Q6986984,नीति मोहन
http://www.wikidata.org/entity/Q7366355,रूप कुमार राठौड
http://www.wikidata.org/entity/Q7399475,सहार ताहा
http://www.wikidata.org/entity/Q7405358,सलमा अख़्तर
http://www.wikidata.org/entity/Q7420992,सपना मुखर्जी
http://www.wikidata.org/entity/Q7800009,टिया बाजपेई
http://www.wikidata.org/entity/Q7929192,नगरोब जीोकोेप
http://www.wikidata.org/entity/Q6530974,लेसली लेविस
http://www.wikidata.org/entity/Q6751197,मनोज तिवारी (लोकगायक)
http://www.wikidata.org/entity/Q6754269,मकबूल साबरी
http://www.wikidata.org/entity/Q6809908,मेहविश हयात
http://www.wikidata.org/entity/Q6956809,नबील शौकत अली
http://www.wikidata.org/entity/Q6965796,नरेन्द्र सिंह नेगी
http://www.wikidata.org/entity/Q7041093,निसार हुसैन खान
http://www.wikidata.org/entity/Q7282998,रघुवीर यादव
http://www.wikidata.org/entity/Q7283399,रहीम-उद-खान डागर
http://www.wikidata.org/entity/Q7380407,रुपिंदर हांडा
http://www.wikidata.org/entity/Q7399059,सागरिका
http://www.wikidata.org/entity/Q7418501,संजीव चिमलगी
http://www.wikidata.org/entity/Q7562978,सोफी चौधरी
http://www.wikidata.org/entity/Q7634710,सुगंधा मिश्रा
http://www.wikidata.org/entity/Q7636729,सुल्तान राही
http://www.wikidata.org/entity/Q7648978,सुषमा श्रेष्ठ
http://www.wikidata.org/entity/Q7685156,तारा सुतारिया
http://www.wikidata.org/entity/Q7929269,विजयलक्ष्मी नवनीतकृष्णन
http://www.wikidata.org/entity/Q7931268,विमालक्का
http://www.wikidata.org/entity/Q8264902,झू झू
http://www.wikidata.org/entity/Q11099766,जुनैद जमशेद
http://www.wikidata.org/entity/Q11141162,बब्बू मान
http://www.wikidata.org/entity/Q6071207,पीनाज़ मसानी
http://www.wikidata.org/entity/Q6127229,श्रुति पाठक
http://www.wikidata.org/entity/Q6480415,ललिता शिवकुमार
http://www.wikidata.org/entity/Q6583188,फुमफूअङ डुअङजान
http://www.wikidata.org/entity/Q6728284,मैडलिन डेविस
http://www.wikidata.org/entity/Q6732616,माह लाक़ा बाई
http://www.wikidata.org/entity/Q6762922,मैरी लॉयड
http://www.wikidata.org/entity/Q6875539,मायादा अल हेनावी
http://www.wikidata.org/entity/Q6917843,मोतिराम भट्ट
http://www.wikidata.org/entity/Q6982579,नवतेज सिंग रेहाल
http://www.wikidata.org/entity/Q7117510,पी एस नारायणस्वामी
http://www.wikidata.org/entity/Q7293161,रंजीत कौर
http://www.wikidata.org/entity/Q7379114,रूमा गुहा ठाकुरता
http://www.wikidata.org/entity/Q7487294,शाल्मली खोलगडे
http://www.wikidata.org/entity/Q13027773,माइक फिरोमफोन
http://www.wikidata.org/entity/Q13111433,के. ओमानकुट्टी
http://www.wikidata.org/entity/Q14916694,शमीम देव आज़ाद
http://www.wikidata.org/entity/Q15120876,चंद्रलेखा
http://www.wikidata.org/entity/Q15925916,जयमाला शिलेदार
